CID,HA,Dipole,DonorType,SMILES,mlp_adsorption_energy,dft_adsorption_energy
63408314,18.0,1.1399444942079415,amine_primary,CCCCC(CC)CC(C)(C1=CC=CC=C1Cl)N,-1.1105362474918365,
63833056,16.0,1.1428619434783012,amine_primary,CC(CC(C1=CC=C(C=C1)Cl)N)C(C)(C)C,-1.0727681070566177,
113709327,18.0,1.143340758436434,amine_primary,CC1=C(C=C(C=C1)F)CC2=CC(CC(C2)(C)C)N,-1.1920963525772095,
117784056,10.0,1.1439582912855697,amine_primary,CC(C)(C)C(C)(C1CC1)N,-0.9751257300376892,
43125251,21.0,1.1453605067637,amine_primary,CCCCCCCC(C1=CC=C(C=C1)C2=CC=CC=C2)N,-1.2000317871570587,
84023346,14.0,1.1473002162459485,amine_primary,CC1CCC(C2=C1C=C(C=C2)C)CN,-0.911773145198822,
65321760,18.0,1.1486160865576454,amine_primary,C1=CC(=CC(=C1)F)C(CC2=C(C=CC(=C2)Cl)Cl)N,-1.040298044681549,
82937236,13.0,1.1494179070877573,amine_primary,C1CCC(C1)C2(CC3CCC2C3)N,-1.1168656945228577,
89893787,10.0,1.149715181161404,amine_primary,CC1=C(CCC=C1)CCN,-1.1890825033187866,
55291227,10.0,1.15040521532806,amine_primary,CCCC1(CCC=CC1)N,-1.010406881570816,
79443876,15.0,1.1506012436035344,amine_primary,CCC(C)C(C1(CC1)C2=CC=CC=C2)N,-1.2865294814109802,
117335158,17.0,1.151368274326247,amine_primary,CCC1=C(C=C(C=C1)C(C)C)C2(CCC2)CN,-0.9910683035850525,
71494888,10.0,1.1523065019837389,amine_primary,CC(CC1=[13CH]C=CC=C1)N,-1.0664117932319641,
105452437,14.0,1.158333217855294,amine_primary,CC(C(CC1(CC1)N)C2CCCC2)F,-1.0962591171264648,
53902197,26.0,1.1587520220431118,amine_primary,CCC1=CC(=C(C=C1)C(C2=CC=CC=C2)(C3=C(C=C(C=C3)CC)C)N)C,-1.3981022536754608,
79177716,15.0,1.1594406096031826,amine_primary,CC(=C)C(C1(CCC1)C2=CC=CC=C2)N,-1.2625046074390411,
58624455,11.0,1.1604212154032691,amine_primary,C[C@@H]1[C@H]2C[C@H](C2(C)C)C[C@@H]1N,-1.1253263652324677,
112562437,17.0,1.1618693600048158,amine_primary,CC1=CC(=CC(=C1)CC2(CCC(CC2)N)F)C,-1.1307380646467209,
21790524,14.0,1.1621825099183003,amine_primary,C1CCC(CC1)(CCC2=CCCC2)N,-1.2679055333137512,
105171185,20.0,1.1623698517528749,amine_primary,CCC1=CC(=CC=C1)C(C2CCCCC2C(F)(F)F)N,-1.3695099204778671,
11608029,13.0,1.162999129959262,amine_primary,CC(=CCCC(CCCC=C)N)C,-1.3458035290241241,
107429997,16.0,1.163946674028497,amine_primary,CC(C)CCC1(CCCC(C1)CC(C)C)N,-1.2048268020153046,
62550455,19.0,1.1667701833390327,amine_primary,CC1=C(C=C(C=C1)C2(CCC3=CC=CC=C3C2)N)C,-1.4166522026062012,
87744118,23.0,1.1670037692569806,amine_primary,CCCCCCCCCCCCCCCC(CCC)(CCC)N,-1.52436763048172,
54911669,17.0,1.1677266458349744,amine_primary,CC1=C(C=CC(=C1)C2=CC(=CC=C2)C(C)N)F,-1.6046786904335022,
117335210,17.0,1.167764123402068,amine_primary,CC1=CC(=C(C(=C1)C2(CCCCC2)CN)C)C,-1.2515710294246674,
70333286,11.0,1.1678830745220172,amine_primary,CC1CC(CCC1C(=C)C)N,-1.095691978931427,
84174286,19.0,1.1697793168640829,amine_primary,CC1=CC(=CC=C1)CC2=CC(=CC=C2)C(C)(C)CN,-1.5757720470428467,
68655380,14.0,1.1701920676696624,amine_primary,CCC(CC)(C1=CC=CC=C1C=C)N,-1.0369966924190521,
105027917,20.0,1.1702609045315493,amine_primary,CC12CC3CC(C1)CC(C3)(C2)C(C4CCCCCC4)N,-1.3838905096054077,
107011496,14.0,1.1758475990080517,amine_primary,CCC(CC)C(CCCCCC=C)N,-0.8054842054843903,
63823388,14.0,1.1763871824998775,amine_primary,CC1CC(C2=C1C=CC(=C2)C(C)C)N,-0.9390793740749359,
22104277,17.0,1.1765358283320573,amine_primary,CC1=C(C(=CC=C1)C(C)(C2=CC=CC=C2)N)C,-1.114672839641571,
91013987,14.0,1.1772521759699577,amine_primary,CC1(CC2(CC(C2)CC(C1)(C)N)C)C,-1.1857905387878418,
64751655,15.0,1.1777650968457167,amine_primary,CCCC(C)CC1(CC(CC(C1)C)C)N,-1.2563782632350922,
28912362,15.0,1.1784138910713842,amine_primary,C[C@H]([C@@H]1C[C@H]1C2=CC=C(C=C2)C(C)C)N,-1.3062894344329834,
