cid	state	data
88875129	S0	"{""pubchem"": {""cid"": 88875129, ""InChI"": ""InChI=1S/C5H10S/c1-3-5(2)4-6/h4,6H,3H2,1-2H3/b5-4-"", ""charge"": 0, ""version"": ""20160829"", ""B3LYP@PM6"": {""name"": ""088875129.B3LYP@PM6.S0"", ""atoms"": {""coords"": {""3d"": [2.6121598107501236, -0.10706999223970708, 1.2095899123687601, 2.584889812718047, -0.10096999269494901, -0.3183299769514052, 3.0491597790703246, 1.2241599112913797, -0.8659999372738765, 2.2434498374813607, 2.2666598357600463, -1.1016999201937194, 0.5180399624777988, 2.32364983166261, -0.8277899400374303, 4.5188996725875805, 1.315769904688334, -1.1454999169873934, 2.2364198379873574, -1.0550599235556062, 1.6099198833826953, 1.9976698552686765, 0.6996599493243172, 1.629499881943131, 3.629709737023115, 0.0342899975055724, 1.5931498845522585, 1.5632698867240749, -0.34516997500125846, -0.6804799506845818, 3.224389766412379, -0.9208399332653248, -0.7071399487886412, 2.614419810569315, 3.2139997671188163, -1.4987598914339106, 0.2817699796061337, 1.0494799239659682, -0.4439199678532107, 5.10935962980209, 0.9768499292219402, -0.2826899795348718, 4.847649648788235, 2.336779830701371, -1.3788599000827375, 4.795869652510296, 0.6840299504504423, -2.001389855012741]}, ""elements"": {""number"": [6, 6, 6, 6, 16, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], ""atom count"": 16, ""heavy atom count"": 6}, ""core electrons"": [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, ""bonds"": {""order"": [1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1], ""connections"": {""index"": [16, 6, 12, 4, 15, 6, 6, 3, 6, 14, 4, 3, 4, 5, 3, 2, 5, 13, 11, 2, 10, 2, 2, 1, 1, 9, 1, 7, 1, 8]}}, ""formula"": ""C5H10S"", ""version"": ""1.0"", ""openbabel"": {""InChI"": ""InChI=1S/C5H10S/c1-3-5(2)4-6/h4,6H,3H2,1-2H3/b5-4-"", ""Canonical SMILES"": ""C/C(=C/S)/CC""}, ""properties"": {""charge"": 0.0, ""energy"": {""beta"": {""gap"": 6.2150803454200005, ""homo"": -5.608266458805001, ""lumo"": 0.6068138866149999}, ""alpha"": {""gap"": 6.2150803454200005, ""homo"": -5.608266458805001, ""lumo"": 0.6068138866149999}, ""total"": -16183.234699141427}, ""orbitals"": {""homos"": [27], ""energies"": [[-2418.52613413596, -277.781982005915, -277.40374375372, -277.346599845115, -277.112581933685, -277.030947778535, -216.15091600616998, -160.773026290915, -160.658738473705, -160.500912440415, -22.65075691562, -20.87657461036, -19.975877765205, -17.842505177285, -17.11051891944, -14.48189912361, -13.075070516524999, -12.285940350075, -11.611098000835002, -11.29816707276, -10.783871895315, -10.5580173994, -10.190663701225, -9.42602378132, -9.080439191185, -8.900844049855, -8.332126102310001, -5.608266458805001, 0.606813886615, 0.97416758479, 1.9973156626700002, 2.5905238567600004, 3.3197889761, 3.654489012215, 3.9075548931800004, 4.149736220125, 4.56607041139, 4.976962325645, 5.276287561195, 5.744323384055001, 6.288551085055, 6.832778786055, 8.19062690005, 9.03962211361, 9.83963683408, 10.48726779827, 10.79203531083, 11.24918657967, 13.926786868590002, 14.190737303574998, 14.528158478195001, 14.634282879889998, 15.67920006581, 15.850631791625, 16.745886359769997, 17.54045880323, 18.149993828350002, 19.388111848125, 19.856147670985, 20.52826888172, 21.314677909665, 21.494273050995, 22.05210644452, 22.305172325485, 22.724227655255, 23.224917140175002, 24.022210722140002, 24.063027799714998, 24.55011159211, 24.770523811015, 25.083454739089998, 25.728364564775, 26.20456380315, 26.642667102455, 26.971924861559998, 27.755612751, 29.211421851174997, 31.35840013162, 32.18562623714, 33.1434669909, 34.85234197204, 38.05784313093, 38.697310679604996, 39.336778228280004, 44.1912893212, 46.259354585, 46.528747296995, 49.22539555545, 50.00908344489, 51.20094211008, 52.107081232245, 53.141113864145005, 53.717995227205, 54.833662014255, 57.47588750261, 58.036442034640004, 59.28272346993, 61.29636596363, 62.246043301875005, 62.708636847725, 63.86512071235, 65.11684442465, 66.35224130592, 67.552263386625, 70.534631188105, 72.72242654612499, 77.28577581901, 80.07766392514, 106.51624563972001, 112.22247308470502, 114.20618305485, 115.33273439592001, 120.64439675768001, 123.139680766765]], ""MO number"": 114, ""basis number"": 114}, ""multiplicity"": 1, ""molecular mass"": 102.19790000000005, ""number of atoms"": 16, ""partial charges"": {""lowdin"": [-0.44187, -0.271252, -0.02751, -0.314071, -0.011367, -0.435035, 0.149645, 0.15638, 0.149781, 0.140585, 0.149217, 0.176337, 0.115981, 0.154053, 0.153098, 0.15603], ""mulliken"": [-0.439017, -0.347084, 0.225927, -0.359185, -0.026987, -0.509492, 0.144345, 0.160357, 0.150136, 0.136854, 0.144199, 0.169699, 0.090274, 0.153131, 0.150564, 0.156279]}, ""total dipole moment"": 1.726848762423334}}, ""openbabel"": {""Canonical SMILES"": ""C/C(=C/S)/CC""}, ""multiplicity"": 1, ""Isomeric SMILES"": ""CC/C(=C\\S)/C"", ""molecular weight"": 102.1979, ""molecular formula"": ""C5H10S""}}"
100954559	S0	"{""pubchem"": {""cid"": 100954559, ""InChI"": ""InChI=1S/C16H24S/c1-12(2)15-10-9-13(3)11-16(15)17-14-7-5-4-6-8-14/h4-8,12-13,15-16H,9-11H2,1-3H3/t13-,15+,16-/m1/s1"", ""charge"": 0, ""version"": ""20160829"", ""B3LYP@PM6"": {""name"": ""100954559.B3LYP@PM6.S0"", ""atoms"": {""coords"": {""3d"": [3.1983097682806494, 0.02333999833361275, 1.6851398778818156, 2.6891298051867407, -0.2084699849168791, 0.2590299812329481, 1.5751898858743925, -0.1162299916038106, 0.26155998102374833, 3.064449777987791, -1.6184898827539616, -0.23689998284069716, 2.560729814449101, -1.8425998665123053, -1.6664098792653184, 3.126999773438978, -0.795459942370836, -2.652029807845334, 4.241159692726232, -0.9120199339105473, -2.6664898068069594, 2.7879397980029847, 0.6128999556074822, -2.133269845425606, 1.69357987730399, 0.8005599419815488, -2.21445983957331, 3.2687197631816804, 0.8499099384091737, -0.7033499490597769, 3.6840397330799513, 1.8088798689585552, -3.2172697668925605, 2.9162297887267123, 3.3526197571188967, -2.8377297943804223, 3.7127497309958852, 4.3667296836399405, -2.3022198332241905, 3.142379772329341, 5.620379592806393, -2.054569851145425, 1.7902798702911495, 5.844539576561439, -2.335079830813495, 1.0039199272672075, 4.818279650894663, -2.870799792029961, 1.5671798864344408, 3.564199741745988, -3.129349773283984, 2.6125598107237415, -1.036329924939109, -4.099269703005325, 1.0827399215288904, -1.0192699261489662, -4.203909695394719, 3.171869770204414, -2.354239829412215, -4.654799662724723, 4.289269689256808, -0.05630999593682901, 1.7470198734406928, 2.7772697987702233, -0.7088699486322052, 2.382439827393537, 2.923139788186296, 1.0187699261819434, 2.050509851444952, 2.637619808880411, -2.383649827281981, 0.43693996835590926, 4.161439698470991, -1.755309872819843, -0.19401998592284345, 1.454259894633487, -1.8160498684221582, -1.6817698781675845, 2.8436597939469763, -2.8565797930313392, -2.0077998545053024, 2.9796797841185394, 1.863159865018689, -0.3627399737260139, 4.376209682919437, 0.8240199402966635, -0.6549099525403824, 4.765459654706485, 4.189669696460918, -2.079999849320025, 3.752959728100422, 6.421249534788663, -1.641129881080825, 1.3491199022770708, 6.820099505889628, -2.1382498450548173, -0.04681999658390702, 4.996959637956256, -3.0920097759795735, 0.9583699305889543, 2.7710497992439636, -3.5617097419313826, 3.005239782242231, -0.21073998475657815, -4.749489655876203, 0.6248199547048822, -1.8490498660339791, -3.6554197351369138, 0.7619599447919921, -1.103409920049186, -5.248209619744666, 0.6647399518497127, -0.08744999365015899, -3.8083797240642, 2.807979796554248, -3.2224697665495956, -4.095309703298256, 4.266289690920619, -2.371819828157478, -4.619229665345907, 2.8771697915463275, -2.494799819263176, -5.70053958695853]}, ""elements"": {""number"": [6, 6, 1, 6, 6, 6, 1, 6, 1, 6, 16, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], ""atom count"": 41, ""heavy atom count"": 17}, ""core electrons"": [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, ""bonds"": {""order"": [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], ""connections"": {""index"": [41, 20, 37, 19, 35, 18, 20, 40, 20, 18, 20, 39, 19, 18, 19, 38, 19, 36, 18, 6, 34, 17, 11, 12, 11, 8, 17, 16, 17, 12, 33, 16, 16, 15, 12, 13, 7, 6, 6, 8, 6, 5, 15, 32, 15, 14, 13, 30, 13, 14, 9, 8, 8, 10, 14, 31, 27, 5, 26, 5, 5, 4, 10, 29, 10, 28, 10, 2, 4, 25, 4, 2, 4, 24, 2, 3, 2, 1, 1, 21, 1, 23, 1, 22]}}, ""formula"": ""C16H24S"", ""version"": ""1.0"", ""openbabel"": {""InChI"": ""InChI=1S/C16H24S/c1-12(2)15-10-9-13(3)11-16(15)17-14-7-5-4-6-8-14/h4-8,12-13,15-16H,9-11H2,1-3H3/t13-,15+,16-/m1/s1"", ""Canonical SMILES"": ""C[C@@H]1CC[C@H]([C@@H](C1)Sc1ccccc1)C(C)C""}, ""properties"": {""charge"": 0.0, ""energy"": {""beta"": {""gap"": 5.30622008475, ""homo"": -5.632756705349999, ""lumo"": -0.32653662059999977}, ""alpha"": {""gap"": 5.30622008475, ""homo"": -5.632756705349999, ""lumo"": -0.32653662059999977}, ""total"": -27819.84437930788}, ""orbitals"": {""homos"": [67], ""energies"": [[-2417.98734871197, -277.91803893116503, -277.91531779266, -277.39830147671, -277.384695784185, -277.37109009166, -277.346599845115, -277.341157568105, -277.30034049053, -277.18605267332003, -277.10441851817, -277.00373639348504, -276.97380386993, -276.960198177405, -276.7397859585, -276.7397859585, -276.66903635737003, -215.54954439656498, -160.17709695832, -160.07369369513, -159.8940985538, -23.437165943565, -22.996341505754998, -21.643935668770002, -21.369100679765, -20.316020078330002, -20.23982820019, -20.07655988989, -18.484693864465, -18.40033857081, -18.20985887546, -16.628877404055, -16.506426171330002, -16.204379797275003, -15.49416264747, -15.14041464182, -14.609792633345002, -13.880527514005001, -12.69683226433, -12.585265585625, -12.3539688127, -12.296824904095, -12.079133823695, -11.95668259097, -11.594771169805, -11.513137014655, -11.322657319305002, -10.974351590665, -10.816525557375, -10.51447918332, -10.35665315003, -10.280461271890001, -10.049164498965, -9.760723817435, -9.67636852378, -9.529427044510001, -9.450514027865, -9.281803440555, -9.026016421085, -8.82193103321, -8.68043183095, -8.552538321215001, -8.465461889055, -7.880417110480001, -7.7742927087850004, -6.957951157285, -6.859990171105, -5.632756705349999, -0.3265366206, -0.106124401695, 1.50751073177, 1.91023923051, 2.35106366832, 2.506168563105, 2.68848484294, 2.97148324746, 3.33611580713, 3.681700397265, 3.78782479896, 3.8721800926150003, 3.942929693745, 4.07626548049, 4.264024037335, 4.269466314345, 4.465388286705, 4.634098874015001, 4.7293387216900005, 4.775598076275, 4.971520048635, 5.009615987705001, 5.14839405146, 5.330710331295, 5.3878542399, 5.542959134685, 5.67629492143, 5.972899018475, 6.10623480522, 6.326647024125, 6.397396625255, 6.696721860805001, 7.0885658055250005, 7.374285348550001, 7.41238128762, 7.73347563121, 7.815109786360001, 7.864090279449999, 7.967493542640001, 8.264097639685001, 8.30491471726, 8.416481395965, 8.83281558723, 10.63420927754, 11.094081684885001, 12.021989915090002, 12.26689238054, 13.042416854465001, 13.651951879585, 13.779845389319998, 13.93767142261, 14.226112104140002, 14.446524323045, 14.683263372979999, 14.72680158906, 14.947213807965001, 15.053338209660001, 15.30368295212, 15.630219572720002, 15.68464234282, 16.08192856455, 16.149957027175002, 16.460166816745, 16.560848941430002, 16.60982943452, 16.759492052295002, 16.90915467007, 17.135009165985, 17.374469354425, 17.608487265855, 17.711890529045, 18.34591580071, 18.473809310445, 18.90647033274, 19.18946873726, 19.333689078025, 19.67927366816, 19.774513515835, 20.1908477071, 20.841199809795, 20.933718518965, 21.59495517568, 21.799040563555, 21.994962535915, 22.354152818575, 22.48748860532, 22.677968300670003, 22.77592928685, 23.050764275855, 23.268455356255, 23.317435849345, 23.622203361905, 23.769144841175002, 23.897038350909998, 24.084796907755, 24.2725554646, 24.623582331745002, 24.661678270815, 24.770523811015, 24.99093602992, 25.29026126547, 25.42631819072, 25.44808729876, 25.554211700455003, 25.64400927112, 25.93244995265, 25.978709307235, 26.092997124445, 26.359668697935, 26.3950434985, 26.56375408581, 26.887569567905, 27.023626493155, 27.410028160865004, 27.516152562560002, 27.92976561532, 28.15289897273, 28.215485158345, 28.876721815059998, 30.000552017625, 30.136608942875, 30.438655316930003, 30.914854555305002, 31.486293641355, 31.791061153915, 32.280866084814996, 33.012852342660004, 34.052327251570006, 34.166615068780004, 34.631929753135, 35.429223335100005, 36.32719904175, 37.543547953484996, 38.00342036083, 38.370774059005, 38.656493602030004, 38.79255052728, 39.097318039840005, 39.88644820629, 40.041553101075, 40.177610026325, 40.564011694034996, 40.623876741145, 41.04565320942, 41.587159771915, 42.92323877787, 43.676994143755, 45.396753678915, 46.028057812075, 46.855283917595, 47.285223801385, 47.726048239195, 47.91924907305, 48.087959660360006, 48.92062804289, 49.331519957145, 49.391385004255, 49.679825685785005, 49.92200701273, 50.730185148715, 51.17917300204, 51.258086018685, 51.76693891912, 52.34926255919, 52.586001609125006, 53.010499215905, 53.516630977835, 53.76425458179, 54.33025139083, 54.534336778705004, 54.697605089005, 55.173804327380005, 55.52755233303, 55.75068569044, 56.390153239114994, 56.49627764081, 56.73029555224, 56.82825653842, 57.435070425035, 58.00923064959, 58.1779412369, 58.414680286835, 58.507198996005, 58.51264127301501, 58.719447799395006, 58.975234818865005, 60.81200330974, 61.206568392964996, 61.6065757532, 61.875968465194994, 61.987535143900004, 62.567137645465, 62.6406083851, 62.78210758736, 63.168509255070006, 64.520915092055, 64.548126477105, 65.05697937754, 66.17264616459, 67.002593408615, 67.851588622175, 68.314182168025, 68.760448882845, 69.20943673617, 69.88155794690499, 70.072037642255, 71.19586784482, 71.976834595755, 72.624465559945, 72.749637931175, 73.6884307154, 73.88435268776, 74.393205588195, 74.71157879328, 74.80409750245, 75.32927723391501, 75.911600873985, 76.58916436173, 77.647687240175, 79.057236985765, 82.230084482595, 91.84386682076, 108.674108474185, 111.20748842234, 111.95308037271, 112.56261539782999, 113.18303497696999, 114.38577819618, 116.31778653473002, 116.97085977593001, 117.164060609785, 117.828018405005, 118.23346804225, 119.030761624215, 123.60499545111999, 124.97100698063001, 126.25266321648502, 127.00097630536001, 127.27036901735501]], ""MO number"": 307, ""basis number"": 307}, ""multiplicity"": 1, ""molecular mass"": 248.4267599999997, ""number of atoms"": 41, ""partial charges"": {""lowdin"": [-0.443348, -0.121994, 0.128466, -0.274842, -0.275091, -0.128984, 0.138436, -0.214745, 0.147538, -0.278948, 0.125096, -0.128284, -0.158517, -0.154913, -0.157916, -0.151431, -0.162043, -0.125608, -0.449386, -0.444647, 0.144778, 0.148503, 0.147409, 0.141864, 0.135602, 0.138227, 0.144255, 0.14778, 0.144037, 0.166706, 0.160136, 0.158094, 0.157173, 0.164491, 0.151374, 0.147514, 0.150204, 0.144975, 0.144894, 0.145665, 0.147479], ""mulliken"": [-0.445457, -0.074986, 0.114645, -0.25476, -0.278856, -0.088273, 0.128398, -0.260337, 0.15647, -0.251385, 0.075696, -0.078349, -0.147367, -0.125177, -0.129792, -0.126004, -0.146467, -0.07495, -0.457526, -0.451354, 0.140397, 0.13919, 0.140389, 0.126786, 0.126686, 0.132758, 0.136012, 0.141925, 0.140866, 0.147998, 0.132912, 0.131466, 0.132556, 0.143192, 0.152263, 0.14399, 0.143433, 0.141058, 0.140958, 0.140669, 0.140324]}, ""total dipole moment"": 1.5918141138521795}}, ""openbabel"": {""Canonical SMILES"": ""C[C@@H]1CC[C@H]([C@@H](C1)Sc1ccccc1)C(C)C""}, ""multiplicity"": 1, ""Isomeric SMILES"": ""C[C@@H]1CC[C@H]([C@@H](C1)SC2=CC=CC=C2)C(C)C"", ""molecular weight"": 248.42676, ""molecular formula"": ""C16H24S""}}"
88931728	S0	"{""pubchem"": {""cid"": 88931728, ""InChI"": ""InChI=1S/C8H15N/c1-4-6-7-9-8(3)5-2/h6-7H,4-5H2,1-3H3/b7-6-,9-8?"", ""charge"": 0, ""version"": ""20160829"", ""B3LYP@PM6"": {""name"": ""088931728.B3LYP@PM6.S0"", ""atoms"": {""coords"": {""3d"": [2.8662597923505624, 2.5495998152784294, 1.3270999038458142, 3.392899754155315, 1.1866499140087654, 0.8778299363983794, 3.2602097637747063, 0.9979599276920487, -0.6019899563587996, 4.202239695515447, 0.49297996426821183, -1.4140398975613608, 5.44752960531795, -0.06113999557593322, -1.0117199266998425, 6.472749531021567, 0.6123499556437574, -0.6111599557434106, 6.585139522899811, 2.1075798472999048, -0.5091199631296168, 7.715719440987669, -0.16917998774108062, -0.23101998327084547, 7.8652294301425, -0.25632998141102603, 1.2853899068931276, 2.9888197834416275, 2.6842998054947182, 2.407259825587202, 1.8002598695905867, 2.6657398068564255, 1.1001599203164567, 3.3970697538697, 3.3678797559748404, 0.8278299400136251, 2.8298497949953982, 0.37535997283016326, 1.389609899320806, 4.443869678054761, 1.063039922986953, 1.2101999122967768, 2.288909834186717, 1.2802699072413999, -1.0099399268066585, 4.017799708918422, 0.3509899745539004, -2.4879098197387717, 5.603169594026142, 2.6029198114336305, -0.5249699619783981, 7.1667694807390365, 2.512879817922544, -1.3478399023509093, 7.087359486484516, 2.416439824939403, 0.41640996980521294, 8.608469376285584, 0.3047799778980103, -0.6842199504167438, 7.6658294446168265, -1.1953899134111534, -0.6591999522362693, 7.976809422052999, 0.7315699469762784, 1.7455098735191175, 8.744799366404951, -0.8507199383769174, 1.5592398870322068, 6.989939493555428, -0.7378899465488605, 1.7416998738021559]}, ""elements"": {""number"": [6, 6, 6, 6, 7, 6, 6, 6, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], ""atom count"": 24, ""heavy atom count"": 9}, ""core electrons"": [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, ""bonds"": {""order"": [1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], ""connections"": {""index"": [16, 4, 4, 5, 4, 3, 18, 7, 5, 6, 15, 3, 20, 8, 21, 8, 6, 7, 6, 8, 3, 2, 17, 7, 7, 19, 8, 9, 12, 1, 2, 14, 2, 1, 2, 13, 11, 1, 9, 23, 9, 24, 9, 22, 1, 10]}}, ""formula"": ""C8H15N"", ""version"": ""1.0"", ""openbabel"": {""InChI"": ""InChI=1S/C8H15N/c1-4-6-7-9-8(3)5-2/h6-7H,4-5H2,1-3H3/b7-6-,9-8+"", ""Canonical SMILES"": ""CC/C=C\\N=C(\\CC)/C""}, ""properties"": {""charge"": 0.0, ""energy"": {""beta"": {""gap"": 5.43683473299, ""homo"": -5.559285965715, ""lumo"": -0.12245123272500003}, ""alpha"": {""gap"": 5.43683473299, ""homo"": -5.559285965715, ""lumo"": -0.12245123272500003}, ""total"": -10030.327534988744}, ""orbitals"": {""homos"": [34], ""energies"": [[-389.740504655635, -278.58471786489, -277.62687711113, -277.2295908894, -277.19693722734, -277.04183233255503, -277.020063224515, -276.79965100561003, -276.7397859585, -24.868484797195002, -21.635772253255002, -20.98542015056, -19.81533059341, -19.23844923035, -17.483314894625, -16.737722944255, -15.40708621531, -13.641067325564999, -12.857379436125, -12.704995679845, -12.299546042600001, -11.698174432995, -11.616540277845, -11.507694737645, -10.745775956245, -10.631488139035, -10.209711670759999, -9.94304009727, -9.608340061155001, -9.287245717565, -9.151188792315, -9.10492943773, -8.01103175872, -7.3334682709750005, -5.559285965715, -0.122451232725, 1.17553183416, 2.168747388485, 3.0068580480250002, 3.5374800565, 3.6327199041750005, 3.6653735662349995, 3.9129971701900006, 4.070823203480001, 4.481715117735001, 4.5497435803599995, 4.7647135222550006, 4.85451109292, 5.276287561195, 5.461324979535, 5.77425590761, 6.171542129340001, 6.293993362065001, 6.348416132165, 6.843663340075, 6.906249525690001, 8.20151145407, 9.10492943773, 11.137619900965, 12.14716228632, 13.64378846407, 13.88869092952, 14.28053487424, 14.588023525305001, 14.773060943645001, 15.178510580889998, 15.42341304634, 15.733622835910001, 16.111861088104998, 16.569012356945, 16.72411725173, 17.047932733825, 17.418007570505, 17.929581609445002, 18.237070260510002, 18.816672762075, 19.95682979567, 20.25071275421, 20.307856662815, 21.113313660295002, 21.771829178505, 22.277960940435, 22.582728452995, 23.072533383895, 23.43988708207, 23.524242375725002, 23.7827505337, 23.992278198585, 24.226296110015, 24.48480426799, 24.607255500715, 25.07257018507, 25.420875913710002, 25.799114165905003, 26.05762232388, 26.49300448468, 26.653551656475003, 26.860358182855, 27.486220039005, 27.693026565385, 28.308003867515, 28.55018519446, 29.293056006325, 30.631856150784998, 33.17612065296, 34.501315104895, 36.569380368695, 36.713600709459996, 38.493225291730006, 39.143577394424995, 39.524536785125, 40.68646292676, 40.787145051444995, 43.647061620200006, 44.052511257445, 44.477008864225006, 45.930096825895, 46.822630255534996, 47.90292224202, 48.890695519335, 49.39954841977, 50.23765907931, 50.86896321247, 51.639045409385, 52.57783819361, 53.249959404345006, 53.576496024945, 53.979224523685005, 54.40644326897, 55.21734254346, 56.139808496655, 57.225542760150006, 58.052768865670004, 58.229642868495, 59.17659906823501, 60.031036558805006, 61.173914730905004, 62.22699533234, 62.38482136563, 62.806597833905, 63.10864420796, 63.723621510090005, 64.47465573747, 65.315487535515, 66.784902328215, 67.83254065263999, 69.048889564375, 70.21625798302, 70.458439309965, 71.19586784482, 71.59859634356, 74.338782818095, 77.14155547824501, 79.84908829072, 80.711689196805, 86.68730935378501, 109.65643947449, 112.05104135889, 113.05786260574, 115.05517826841, 115.525935229775, 118.35864041347999, 120.50561869392499, 121.985918040645, 124.026771919395]], ""MO number"": 165, ""basis number"": 165}, ""multiplicity"": 1, ""molecular mass"": 125.21140000000008, ""number of atoms"": 24, ""partial charges"": {""lowdin"": [-0.44037, -0.26718, -0.207658, -0.114048, -0.165492, 0.081135, -0.469151, -0.275247, -0.441688, 0.146309, 0.145468, 0.147584, 0.14763, 0.14341, 0.152009, 0.155124, 0.169451, 0.170341, 0.1631, 0.145962, 0.156973, 0.145778, 0.154337, 0.156221], ""mulliken"": [-0.445362, -0.288998, -0.094132, -0.032552, -0.415556, 0.318553, -0.523744, -0.300206, -0.452553, 0.140811, 0.143322, 0.146554, 0.143763, 0.137721, 0.117864, 0.137569, 0.179945, 0.169836, 0.162029, 0.137224, 0.159576, 0.144908, 0.151169, 0.162259]}, ""total dipole moment"": 1.8169626148294853}}, ""openbabel"": {""Canonical SMILES"": ""CC/C=C\\N=C(CC)C""}, ""multiplicity"": 1, ""Isomeric SMILES"": ""CC/C=C\\N=C(C)CC"", ""molecular weight"": 125.2114, ""molecular formula"": ""C8H15N""}}"
