query_cid,query_smiles,query_energy,query_category,query_functional_group,query_formula,rank,ref_cid,ref_smiles,ref_status,distance
91255983,CC1=C(C(=C(C(=C1N)C)C)NC(C)C(=O)NC2CCN(CC2)C3=CC=C(C=C3)F)C,-1.7297830134630772,strong_binder,Amine_secondary,C24H33FN4O,6,43084048,CC1=C(C=CC(=C1)F)NC(C)C(=O)NC2CCCC2,Success,0.000881
91255983,CC1=C(C(=C(C(=C1N)C)C)NC(C)C(=O)NC2CCN(CC2)C3=CC=C(C=C3)F)C,-1.7297830134630772,strong_binder,Amine_secondary,C24H33FN4O,7,166276937,CC1=CC2=C(CC(N2)C(=O)NCC3(CC(C3)(C)C)CO)C(=C1)F,Success,0.000885
91255983,CC1=C(C(=C(C(=C1N)C)C)NC(C)C(=O)NC2CCN(CC2)C3=CC=C(C=C3)F)C,-1.7297830134630772,strong_binder,Amine_secondary,C24H33FN4O,8,79054576,CCN1CCC(CC1)(C(=O)N)NC2=CC(=CC(=C2)C)F,Success,0.000891
91255983,CC1=C(C(=C(C(=C1N)C)C)NC(C)C(=O)NC2CCN(CC2)C3=CC=C(C=C3)F)C,-1.7297830134630772,strong_binder,Amine_secondary,C24H33FN4O,9,108417265,CC(C)CN1CCC(CC1)(C(=O)N)NC2=CC(=CC=C2)F,Success,0.000894
91255983,CC1=C(C(=C(C(=C1N)C)C)NC(C)C(=O)NC2CCN(CC2)C3=CC=C(C=C3)F)C,-1.7297830134630772,strong_binder,Amine_secondary,C24H33FN4O,10,62811535,CC1=C(C=CC(=C1)NC(C)C(=O)NC2CCCC2)F,Success,0.000895
91255983,CC1=C(C(=C(C(=C1N)C)C)NC(C)C(=O)NC2CCN(CC2)C3=CC=C(C=C3)F)C,-1.7297830134630772,strong_binder,Amine_secondary,C24H33FN4O,11,60672552,CCC(C)(C)NC(=O)CNC1=C(C=C(C=C1)F)C,Success,0.000913
91255983,CC1=C(C(=C(C(=C1N)C)C)NC(C)C(=O)NC2CCN(CC2)C3=CC=C(C=C3)F)C,-1.7297830134630772,strong_binder,Amine_secondary,C24H33FN4O,12,166304339,CC1CC(C1)(CNC(=O)C2CC3=C(N2)C=C(C=C3F)C)CO,Success,0.000919
91255983,CC1=C(C(=C(C(=C1N)C)C)NC(C)C(=O)NC2CCN(CC2)C3=CC=C(C=C3)F)C,-1.7297830134630772,strong_binder,Amine_secondary,C24H33FN4O,13,80153775,CC1=CC(=C(C=C1F)[C@H](C)O)N2CCCCC2C(=O)NC,Success,0.000919
91255983,CC1=C(C(=C(C(=C1N)C)C)NC(C)C(=O)NC2CCN(CC2)C3=CC=C(C=C3)F)C,-1.7297830134630772,strong_binder,Amine_secondary,C24H33FN4O,14,61636565,CCC(C)(C)NC(=O)CNC1=C(C(=CC=C1)F)C,Success,0.000921
91255983,CC1=C(C(=C(C(=C1N)C)C)NC(C)C(=O)NC2CCN(CC2)C3=CC=C(C=C3)F)C,-1.7297830134630772,strong_binder,Amine_secondary,C24H33FN4O,15,8484161,CC1=C(C=C(C=C1)N[C@H](C)C(=O)NC2CCCC2)F,Success,0.000923
140362580,CC(=NC1=CC=C(C=C1)C2=NN=CCC2)C3=C(C=C(C=C3O)O)O,-1.8216663897038075,strong_binder,Azine,C18H17N3O3,6,136108823,CC(=NC1=CC=C(C=C1)C2=NNC(=O)CC2)C3=C(C=C(C=C3O)O)O,Success,0.001199
140362580,CC(=NC1=CC=C(C=C1)C2=NN=CCC2)C3=C(C=C(C=C3O)O)O,-1.8216663897038075,strong_binder,Azine,C18H17N3O3,7,159273206,CC(C)C1=CC(=C(C=C1O)O)C(=NC2=CC=C(C=C2)OC)N,Success,0.001221
140362580,CC(=NC1=CC=C(C=C1)C2=NN=CCC2)C3=C(C=C(C=C3O)O)O,-1.8216663897038075,strong_binder,Azine,C18H17N3O3,8,163628402,CC(C)C1=CC(=C(C=C1O)O)C(=NC2=CC=C(C=C2)O)NN,Success,0.001231
140362580,CC(=NC1=CC=C(C=C1)C2=NN=CCC2)C3=C(C=C(C=C3O)O)O,-1.8216663897038075,strong_binder,Azine,C18H17N3O3,9,136067678,CC1=C2C(=CC=C1)CSC(=N2)C3=C(C=C(C=C3)O)O,Success,0.001255
140362580,CC(=NC1=CC=C(C=C1)C2=NN=CCC2)C3=C(C=C(C=C3O)O)O,-1.8216663897038075,strong_binder,Azine,C18H17N3O3,10,137207533,CC(C)(C)C1=CC(=C(C(=C1)C(=N)C2=CC=C(C=C2)O)O)C(=N)C3=CC=C(C=C3)O,Success,0.001269
140362580,CC(=NC1=CC=C(C=C1)C2=NN=CCC2)C3=C(C=C(C=C3O)O)O,-1.8216663897038075,strong_binder,Azine,C18H17N3O3,11,136707521,CC(CN=C(C)C1=C(C=C(C=C1)O)O)N=CC2=CC=CC=C2O,Success,0.001269
140362580,CC(=NC1=CC=C(C=C1)C2=NN=CCC2)C3=C(C=C(C=C3O)O)O,-1.8216663897038075,strong_binder,Azine,C18H17N3O3,12,158622644,CC\1=NC=C(/C1=C\CC2=CC=CC=C2O)O,Success,0.001273
140362580,CC(=NC1=CC=C(C=C1)C2=NN=CCC2)C3=C(C=C(C=C3O)O)O,-1.8216663897038075,strong_binder,Azine,C18H17N3O3,13,135954837,CC(=NCCN=C(C)C1=C(C=CC(=C1)O)O)C2=C(C=CC(=C2)O)O,Success,0.001275
140362580,CC(=NC1=CC=C(C=C1)C2=NN=CCC2)C3=C(C=C(C=C3O)O)O,-1.8216663897038075,strong_binder,Azine,C18H17N3O3,14,136235045,CC1=CC(=CC(=C1O)C)N=CC2=CC=CC=C2O,Success,0.001278
140362580,CC(=NC1=CC=C(C=C1)C2=NN=CCC2)C3=C(C=C(C=C3O)O)O,-1.8216663897038075,strong_binder,Azine,C18H17N3O3,15,136863997,CC(=NCCN=C(C)C1=CC=CC=C1O)C2=C(C=C(C=C2)O)O,Success,0.001287
22766190,CCSOO,-0.4200654625893776,weak_binder,Hydroperoxide,C2H6O2S,1,87089196,CCSOSO,Success,0.001096
22766190,CCSOO,-0.4200654625893776,weak_binder,Hydroperoxide,C2H6O2S,2,23092851,CCCCSOP(O)O,Success,0.001131
22766190,CCSOO,-0.4200654625893776,weak_binder,Hydroperoxide,C2H6O2S,3,21433105,CC(C)C#CC(C)C(OO)OO,Success,0.001133
22766190,CCSOO,-0.4200654625893776,weak_binder,Hydroperoxide,C2H6O2S,4,88030382,CCCSOP(O)O,Success,0.001179
22766190,CCSOO,-0.4200654625893776,weak_binder,Hydroperoxide,C2H6O2S,5,23341764,CCCCOP(O)OC#CC,Success,0.001187
159337581,CC1(CC2/C(=C\C3=NC=CC(=C3)C(=O)NCCN=C(N)N)/C(=O)N2[C@H]1C(=O)O)C,-1.8464504778387436,strong_binder,Imine,C19H24N6O4,6,120695429,CC(C)C[C@@H](C(=O)O)NC(=O)CNC(=O)C1=CC=CC(=C1)C(=O)N,Success,0.001225
159337581,CC1(CC2/C(=C\C3=NC=CC(=C3)C(=O)NCCN=C(N)N)/C(=O)N2[C@H]1C(=O)O)C,-1.8464504778387436,strong_binder,Imine,C19H24N6O4,7,160753592,CC1(CC2/C(=C\C3=NC=CC(=C3)CNC(=O)N)/C(=O)N2[C@H]1C(=O)O)C,Success,0.001235
159337581,CC1(CC2/C(=C\C3=NC=CC(=C3)C(=O)NCCN=C(N)N)/C(=O)N2[C@H]1C(=O)O)C,-1.8464504778387436,strong_binder,Imine,C19H24N6O4,8,167226135,CC[C@H](C)[C@@H](C(=O)O)NC(=O)[C@H](CC1=NC=CN1)NC(=O)C2=CC=CC(=C2)C(=O)N,Success,0.001241
159337581,CC1(CC2/C(=C\C3=NC=CC(=C3)C(=O)NCCN=C(N)N)/C(=O)N2[C@H]1C(=O)O)C,-1.8464504778387436,strong_binder,Imine,C19H24N6O4,9,115292120,CC1=C(C(=NC=C1)NC2(CCOCC2)C(=O)O)C(=O)N,Success,0.001242
159337581,CC1(CC2/C(=C\C3=NC=CC(=C3)C(=O)NCCN=C(N)N)/C(=O)N2[C@H]1C(=O)O)C,-1.8464504778387436,strong_binder,Imine,C19H24N6O4,10,67278518,CCOC(=O)[C@H](C(C)C)NC1=C2C=CNC2=NC=C1C(=O)N,Success,0.001259
159337581,CC1(CC2/C(=C\C3=NC=CC(=C3)C(=O)NCCN=C(N)N)/C(=O)N2[C@H]1C(=O)O)C,-1.8464504778387436,strong_binder,Imine,C19H24N6O4,11,64668662,CC(C1CC1)(C(=O)O)NC2=NC=C(C=C2)C(=O)N,Success,0.001265
159337581,CC1(CC2/C(=C\C3=NC=CC(=C3)C(=O)NCCN=C(N)N)/C(=O)N2[C@H]1C(=O)O)C,-1.8464504778387436,strong_binder,Imine,C19H24N6O4,12,82546922,CC(C)C(C(=O)O)NC(=O)C1=C(N=CC=C1)N,Success,0.001268
159337581,CC1(CC2/C(=C\C3=NC=CC(=C3)C(=O)NCCN=C(N)N)/C(=O)N2[C@H]1C(=O)O)C,-1.8464504778387436,strong_binder,Imine,C19H24N6O4,13,69539398,CCC1=CC(=C(NC1=O)C)C2=CC=C[C@@H](N2)C(=O)O,Success,0.001277
159337581,CC1(CC2/C(=C\C3=NC=CC(=C3)C(=O)NCCN=C(N)N)/C(=O)N2[C@H]1C(=O)O)C,-1.8464504778387436,strong_binder,Imine,C19H24N6O4,14,118776191,C1CCC(C1)(C(=O)O)NC(=O)C2=CN=C(C=C2)N,Success,0.001278
159337581,CC1(CC2/C(=C\C3=NC=CC(=C3)C(=O)NCCN=C(N)N)/C(=O)N2[C@H]1C(=O)O)C,-1.8464504778387436,strong_binder,Imine,C19H24N6O4,15,54941824,CC(C)C(C(=O)O)NC1=C(C=CC=N1)C(=O)N,Success,0.001290
136226181,C1=CC2=C(C(=C1)C(F)(F)F)NC(=C2C3=C(C4=C(N3)C=CC(=C4)C#N)N=O)O,-0.3270274549724377,weak_binder,Nitroso,C18H9F3N4O2,1,171357646,C1=CC2=C(C(=C1)C(F)(F)F)NC(=C2N=O)C3=C(NC4=C3C=CC(=C4)Br)O,Success,0.001572
136226181,C1=CC2=C(C(=C1)C(F)(F)F)NC(=C2C3=C(C4=C(N3)C=CC(=C4)C#N)N=O)O,-0.3270274549724377,weak_binder,Nitroso,C18H9F3N4O2,2,136239037,C1=CC2=C(C(=C1)C(F)(F)F)NC(=C2C3=C(C4=C(N3)C=CC(=C4)C(=O)O)N=O)O,Success,0.001610
136226181,C1=CC2=C(C(=C1)C(F)(F)F)NC(=C2C3=C(C4=C(N3)C=CC(=C4)C#N)N=O)O,-0.3270274549724377,weak_binder,Nitroso,C18H9F3N4O2,3,171353659,C1=CC2=C(C=C1C(F)(F)F)C(=C(N2)C3=C(NC4=C3C=CC(=C4)Br)O)N=O,Success,0.001611
136226181,C1=CC2=C(C(=C1)C(F)(F)F)NC(=C2C3=C(C4=C(N3)C=CC(=C4)C#N)N=O)O,-0.3270274549724377,weak_binder,Nitroso,C18H9F3N4O2,4,136239045,C1=CC2=C(C(=C1)C(F)(F)F)NC(=C2C3=C(C4=C(N3)C=C(C=C4)C(=O)O)N=O)O,Success,0.001612
136226181,C1=CC2=C(C(=C1)C(F)(F)F)NC(=C2C3=C(C4=C(N3)C=CC(=C4)C#N)N=O)O,-0.3270274549724377,weak_binder,Nitroso,C18H9F3N4O2,5,136239036,C1=CC2=C(C(=C1)C(F)(F)F)NC(=C2C3=C(C4=C(N3)C=CC(=C4)N5C=NN=N5)N=O)O,Success,0.001615
142586893,C1CC(OC1CSCP(O)O)N(C2=NC(=NC(=C2N)NCC3=CC=C(C=C3)F)Cl)N,-1.7987243235110668,strong_binder,Phosphine,C17H23ClFN6O3PS,6,142470776,C1CC(OC1CO)N(C2=NC(=NC(=C2N)NCC3=CC=CC=C3)Cl)N,Success,0.001377
142586893,C1CC(OC1CSCP(O)O)N(C2=NC(=NC(=C2N)NCC3=CC=C(C=C3)F)Cl)N,-1.7987243235110668,strong_binder,Phosphine,C17H23ClFN6O3PS,7,60570340,C1COCCC1(CNC2=CC(=NC(=N2)N)Cl)C3=CC=C(C=C3)F,Success,0.001380
142586893,C1CC(OC1CSCP(O)O)N(C2=NC(=NC(=C2N)NCC3=CC=C(C=C3)F)Cl)N,-1.7987243235110668,strong_binder,Phosphine,C17H23ClFN6O3PS,8,170201995,C1=CC2=C(C=CN2)C=C1CNC(O)OCCCCN3C=NC4=C(N=C(N=C43)Cl)N,Success,0.001380
142586893,C1CC(OC1CSCP(O)O)N(C2=NC(=NC(=C2N)NCC3=CC=C(C=C3)F)Cl)N,-1.7987243235110668,strong_binder,Phosphine,C17H23ClFN6O3PS,9,142587110,C1CC(OC1CSCP(O)O)N2C3=NC(=NC(=C3C=N2)NCC4=CC=C(C=C4)F)Cl,Success,0.001397
142586893,C1CC(OC1CSCP(O)O)N(C2=NC(=NC(=C2N)NCC3=CC=C(C=C3)F)Cl)N,-1.7987243235110668,strong_binder,Phosphine,C17H23ClFN6O3PS,10,129108825,C1CN(CC1O)C2=CC=C(C=C2)NC3=NC(=NC=C3N)Cl,Success,0.001397
142586893,C1CC(OC1CSCP(O)O)N(C2=NC(=NC(=C2N)NCC3=CC=C(C=C3)F)Cl)N,-1.7987243235110668,strong_binder,Phosphine,C17H23ClFN6O3PS,11,134697563,C1CN(C[C@@H]([C@@H]1O)CO)C2=CC(=NC(=N2)N)SC3=CC=C(C=C3)F,Success,0.001405
142586893,C1CC(OC1CSCP(O)O)N(C2=NC(=NC(=C2N)NCC3=CC=C(C=C3)F)Cl)N,-1.7987243235110668,strong_binder,Phosphine,C17H23ClFN6O3PS,12,51124954,C1COCCC1(CNC2=CC(=NC(=N2)N)Cl)C3=CC(=CC=C3)F,Success,0.001408
142586893,C1CC(OC1CSCP(O)O)N(C2=NC(=NC(=C2N)NCC3=CC=C(C=C3)F)Cl)N,-1.7987243235110668,strong_binder,Phosphine,C17H23ClFN6O3PS,13,1385849,C1COCCN1C(=S)SCC2=NC(=NC(=N2)NC3=CC=C(C=C3)F)N,Success,0.001414
142586893,C1CC(OC1CSCP(O)O)N(C2=NC(=NC(=C2N)NCC3=CC=C(C=C3)F)Cl)N,-1.7987243235110668,strong_binder,Phosphine,C17H23ClFN6O3PS,14,108134486,CC1=C(C(=NC(=N1)Cl)NC2=CC=CC(=C2)COC)N,Success,0.001417
142586893,C1CC(OC1CSCP(O)O)N(C2=NC(=NC(=C2N)NCC3=CC=C(C=C3)F)Cl)N,-1.7987243235110668,strong_binder,Phosphine,C17H23ClFN6O3PS,15,144742960,C1=CC(=CC=C1N(C2=NC(=NC=C2N)Cl)N)PCCCC(=O)O,Success,0.001421
173550135,CC(C)OC1=C(C=C2C(=C1)C(=NN2)C(=C)/C=C(\N=CN)/N3C[C@@H]([C@H](C3)O)N(C)C)F,-1.7563473880293259,strong_binder,Pyrrole_N,C21H29FN6O2,6,130414263,CC1(CC1)OC2=C(C=C(C(=C2)C(=C)C3=CC(=NC=N3)N4CC[C@H](C4)CO)NN)F,Success,0.001072
173550135,CC(C)OC1=C(C=C2C(=C1)C(=NN2)C(=C)/C=C(\N=CN)/N3C[C@@H]([C@H](C3)O)N(C)C)F,-1.7563473880293259,strong_binder,Pyrrole_N,C21H29FN6O2,7,142492530,CC1=CC(=CC2=CN(N=C12)C)C3=CC(=C(C(=C3)F)N=C(N)N(C)C4CCNCC4)N,Success,0.001074
173550135,CC(C)OC1=C(C=C2C(=C1)C(=NN2)C(=C)/C=C(\N=CN)/N3C[C@@H]([C@H](C3)O)N(C)C)F,-1.7563473880293259,strong_binder,Pyrrole_N,C21H29FN6O2,8,144694629,CC(C)OC1=C(C=C(C(=C1)C(=N)C2=CC(=NC=N2)N3CCN(CC3)CCO)N)F,Success,0.001075
173550135,CC(C)OC1=C(C=C2C(=C1)C(=NN2)C(=C)/C=C(\N=CN)/N3C[C@@H]([C@H](C3)O)N(C)C)F,-1.7563473880293259,strong_binder,Pyrrole_N,C21H29FN6O2,9,109732303,CCNC(=NCC1=CC(=C(C=C1)O)F)NC2CCC3=NC(=NN3C2)COC,Success,0.001097
173550135,CC(C)OC1=C(C=C2C(=C1)C(=NN2)C(=C)/C=C(\N=CN)/N3C[C@@H]([C@H](C3)O)N(C)C)F,-1.7563473880293259,strong_binder,Pyrrole_N,C21H29FN6O2,10,144694767,CC(C)OC1=C(C=C(C(=C1)C(=N)C2=NN(C(=C2)N3CC4CCC(C3)O4)C)N)F,Success,0.001120
173550135,CC(C)OC1=C(C=C2C(=C1)C(=NN2)C(=C)/C=C(\N=CN)/N3C[C@@H]([C@H](C3)O)N(C)C)F,-1.7563473880293259,strong_binder,Pyrrole_N,C21H29FN6O2,11,130372419,C[C@@H]1CN(C[C@@H](O1)C)C2=NC=NC(=C2)C(=N)C3=CC(=C(C=C3N)F)OC(C)C,Success,0.001124
173550135,CC(C)OC1=C(C=C2C(=C1)C(=NN2)C(=C)/C=C(\N=CN)/N3C[C@@H]([C@H](C3)O)N(C)C)F,-1.7563473880293259,strong_binder,Pyrrole_N,C21H29FN6O2,12,124015445,CC(C)OC1=C(C=C(C(=C1)C(=N)C2=CC(=NC=N2)N3CC(C(C3)O)N(C)C)N)F,Success,0.001147
173550135,CC(C)OC1=C(C=C2C(=C1)C(=NN2)C(=C)/C=C(\N=CN)/N3C[C@@H]([C@H](C3)O)N(C)C)F,-1.7563473880293259,strong_binder,Pyrrole_N,C21H29FN6O2,13,144453761,CNC1=CC(=C(C=C1NCC2CCC(CC2)C(=N)OC(=N)C3=CN(N=C3)C)OC)F,Success,0.001161
173550135,CC(C)OC1=C(C=C2C(=C1)C(=NN2)C(=C)/C=C(\N=CN)/N3C[C@@H]([C@H](C3)O)N(C)C)F,-1.7563473880293259,strong_binder,Pyrrole_N,C21H29FN6O2,14,123639072,CCCOCC(C)NC1=NC=NC(=C1)C(=N)C2=CC(=C(C=C2N)F)OC3(CC3)C,Success,0.001173
173550135,CC(C)OC1=C(C=C2C(=C1)C(=NN2)C(=C)/C=C(\N=CN)/N3C[C@@H]([C@H](C3)O)N(C)C)F,-1.7563473880293259,strong_binder,Pyrrole_N,C21H29FN6O2,15,104325503,CCOC1=C(C=C(C=C1)NC2=C(C(=NN2C)C(C)C)N)F,Success,0.001175
12209191,[2H]C1=C(C(=C(C(=C1S)[2H])[2H])Br)[2H],-0.46908891201040603,weak_binder,Thiol,C6H5BrS,1,10786360,[2H]C1=C(C(=C(C(=C1C2=CC=C(O2)C3=C(C(=C(C(=C3[2H])[2H])Br)[2H])[2H])[2H])[2H])Br)[2H],Success,0.003124
12209191,[2H]C1=C(C(=C(C(=C1S)[2H])[2H])Br)[2H],-0.46908891201040603,weak_binder,Thiol,C6H5BrS,2,172403505,[2H]C1=C(C(=C(C(=C1C([2H])([2H])O)[2H])[2H])Br)[2H],Success,0.003136
12209191,[2H]C1=C(C(=C(C(=C1S)[2H])[2H])Br)[2H],-0.46908891201040603,weak_binder,Thiol,C6H5BrS,3,172405421,[2H]C1=C(C(=C(C(=C1OC([2H])[2H])[2H])[2H])Br)[2H],Success,0.003156
12209191,[2H]C1=C(C(=C(C(=C1S)[2H])[2H])Br)[2H],-0.46908891201040603,weak_binder,Thiol,C6H5BrS,4,172403504,[2H]C1=C(C(=C(C(=C1[2H])Br)[2H])C([2H])([2H])O)[2H],Success,0.003159
12209191,[2H]C1=C(C(=C(C(=C1S)[2H])[2H])Br)[2H],-0.46908891201040603,weak_binder,Thiol,C6H5BrS,5,172403756,[2H]C1=C(C(=C(C(=C1[2H])C2=C(C(=C(C(=C2Br)[2H])[2H])[2H])[2H])N)[2H])[2H],Success,0.003172
69545241,CCOC(=O)CCC(=O)C1=CNC(=C1)C=C2C3=C(C=CC(=C3)NC(=O)N)NC2=O,-1.8170292824509033,strong_binder,Urea,C20H20N4O5,6,69589137,CCOC(=O)CNC(=O)NC1=CC2=C(C=C1)NC(=O)C2=C(C)C3=CC=CN3,Success,0.001402
69545241,CCOC(=O)CCC(=O)C1=CNC(=C1)C=C2C3=C(C=CC(=C3)NC(=O)N)NC2=O,-1.8170292824509033,strong_binder,Urea,C20H20N4O5,7,9118502,C1=CC=C2C(=C1)C(=CN2)C(=O)COC(=O)CCCNC(=O)N,Success,0.001421
69545241,CCOC(=O)CCC(=O)C1=CNC(=C1)C=C2C3=C(C=CC(=C3)NC(=O)N)NC2=O,-1.8170292824509033,strong_binder,Urea,C20H20N4O5,8,91560124,CCOC(=O)CN(C1=CC2=C(C=C1)NC(=O)C2=C(C)C3=CC=CN3)C(=O)N,Success,0.001459
69545241,CCOC(=O)CCC(=O)C1=CNC(=C1)C=C2C3=C(C=CC(=C3)NC(=O)N)NC2=O,-1.8170292824509033,strong_binder,Urea,C20H20N4O5,9,88582896,C1=CC2=C(C(=C1)NC(=O)NCCC(=O)O)NC=C2C=O,Success,0.001487
69545241,CCOC(=O)CCC(=O)C1=CNC(=C1)C=C2C3=C(C=CC(=C3)NC(=O)N)NC2=O,-1.8170292824509033,strong_binder,Urea,C20H20N4O5,10,89070279,CC1=C(C=C(C=C1)C(=O)N)[C@@](CN2CC3=C(C2=O)C=C(C=C3)OC)(C=O)NC(=O)N,Success,0.001503
69545241,CCOC(=O)CCC(=O)C1=CNC(=C1)C=C2C3=C(C=CC(=C3)NC(=O)N)NC2=O,-1.8170292824509033,strong_binder,Urea,C20H20N4O5,11,162359439,CC1(CS(=O)C1)NC(=O)C2=CC(=C(C=C2)NC3=CC(=CC=C3)OC(F)F)C(=N)C=O,Success,0.001511
69545241,CCOC(=O)CCC(=O)C1=CNC(=C1)C=C2C3=C(C=CC(=C3)NC(=O)N)NC2=O,-1.8170292824509033,strong_binder,Urea,C20H20N4O5,12,146091170,CC(=O)C1=CC=C(C=C1)NC(=O)N[C@H](CC2=CNC3=CC=CC=C32)C(=O)O,Success,0.001524
69545241,CCOC(=O)CCC(=O)C1=CNC(=C1)C=C2C3=C(C=CC(=C3)NC(=O)N)NC2=O,-1.8170292824509033,strong_binder,Urea,C20H20N4O5,13,1795998,CC(=O)C1=CC=C(C=C1)NC(=O)N[C@@H](CC2=CNC3=CC=CC=C32)C(=O)O,Success,0.001530
69545241,CCOC(=O)CCC(=O)C1=CNC(=C1)C=C2C3=C(C=CC(=C3)NC(=O)N)NC2=O,-1.8170292824509033,strong_binder,Urea,C20H20N4O5,14,3248927,CC(=O)C1=CC=C(C=C1)NC(=O)NC(CC2=CNC3=CC=CC=C32)C(=O)O,Success,0.001538
69545241,CCOC(=O)CCC(=O)C1=CNC(=C1)C=C2C3=C(C=CC(=C3)NC(=O)N)NC2=O,-1.8170292824509033,strong_binder,Urea,C20H20N4O5,15,81764620,C=CCC(C(=O)O)NC(=O)C1=CNC2=CC=CC=C2C1=O,Success,0.001549
119289737,CSCC[C@@H](C(=O)N1CCC(CC1)C(=O)NCC2=CC=C(C=C2)F)N,-1.7692258954049294,strong_binder,Amine_primary,C18H26FN3O2S,6,119289748,CCCC(C(=O)N1CCC(CC1)C(=O)NCC2=CC=C(C=C2)F)N,Success,0.000563
119289737,CSCC[C@@H](C(=O)N1CCC(CC1)C(=O)NCC2=CC=C(C=C2)F)N,-1.7692258954049294,strong_binder,Amine_primary,C18H26FN3O2S,7,120564843,CC(CCC(=O)N1CCN(CC1)C(C)C(=O)NC2=CC(=CC=C2)F)N,Success,0.000576
119289737,CSCC[C@@H](C(=O)N1CCC(CC1)C(=O)NCC2=CC=C(C=C2)F)N,-1.7692258954049294,strong_binder,Amine_primary,C18H26FN3O2S,8,121755901,CC(CN)C(=O)N1CCN(CC1)C(C)C(=O)NC2=CC(=CC=C2)F,Success,0.000579
119289737,CSCC[C@@H](C(=O)N1CCC(CC1)C(=O)NCC2=CC=C(C=C2)F)N,-1.7692258954049294,strong_binder,Amine_primary,C18H26FN3O2S,9,119266591,CCN(CC(=O)NCC1=CC=C(C=C1)F)C(=O)C2CCNCC2,Success,0.000590
119289737,CSCC[C@@H](C(=O)N1CCC(CC1)C(=O)NCC2=CC=C(C=C2)F)N,-1.7692258954049294,strong_binder,Amine_primary,C18H26FN3O2S,10,119266599,CCN(CC(=O)NCC1=CC=C(C=C1)F)C(=O)C2CCCNC2,Success,0.000594
119289737,CSCC[C@@H](C(=O)N1CCC(CC1)C(=O)NCC2=CC=C(C=C2)F)N,-1.7692258954049294,strong_binder,Amine_primary,C18H26FN3O2S,11,119289739,C1CC(NC1)C(=O)N2CCC(CC2)C(=O)NCC3=CC=C(C=C3)F,Success,0.000599
119289737,CSCC[C@@H](C(=O)N1CCC(CC1)C(=O)NCC2=CC=C(C=C2)F)N,-1.7692258954049294,strong_binder,Amine_primary,C18H26FN3O2S,12,119726481,CCN(CC(=O)NCC1=CC=C(C=C1)F)C(=O)C2(CCCC2)CN,Success,0.000599
119289737,CSCC[C@@H](C(=O)N1CCC(CC1)C(=O)NCC2=CC=C(C=C2)F)N,-1.7692258954049294,strong_binder,Amine_primary,C18H26FN3O2S,13,146193151,CC(C1CCN(CC1)C(=O)C(C)N)NC(=O)CC2=CC=C(C=C2)F,Success,0.000609
119289737,CSCC[C@@H](C(=O)N1CCC(CC1)C(=O)NCC2=CC=C(C=C2)F)N,-1.7692258954049294,strong_binder,Amine_primary,C18H26FN3O2S,14,120069806,CCN(CC(=O)NCC1=CC=C(C=C1)F)C(=O)CCC2CCNC2,Success,0.000611
119289737,CSCC[C@@H](C(=O)N1CCC(CC1)C(=O)NCC2=CC=C(C=C2)F)N,-1.7692258954049294,strong_binder,Amine_primary,C18H26FN3O2S,15,119314599,CCCC(C(=O)N1CCC(CC1)C(=O)NC2=CC=C(C=C2)F)N,Success,0.000614
15014913,C1(C(O1)(F)F)(C(C(C(C(F)(F)Br)(F)Br)(F)F)(F)F)F,-0.49355594813840753,weak_binder,Epoxide,C6Br2F10O,1,71417311,C1(C(C(OC1(F)F)(F)I)(F)F)(F)F,Success,0.002063
15014913,C1(C(O1)(F)F)(C(C(C(C(F)(F)Br)(F)Br)(F)F)(F)F)F,-0.49355594813840753,weak_binder,Epoxide,C6Br2F10O,2,71417310,C1(C(C(OC(C1(F)F)(F)I)(F)F)(F)F)(F)F,Success,0.002663
15014913,C1(C(O1)(F)F)(C(C(C(C(F)(F)Br)(F)Br)(F)F)(F)F)F,-0.49355594813840753,weak_binder,Epoxide,C6Br2F10O,3,15357528,C1(C(O1)(F)Br)(C(C(F)(F)F)(F)F)F,Success,0.002735
15014913,C1(C(O1)(F)F)(C(C(C(C(F)(F)Br)(F)Br)(F)F)(F)F)F,-0.49355594813840753,weak_binder,Epoxide,C6Br2F10O,4,171775463,C1(C(S1)(F)F)(C(C(F)(F)I)(F)F)F,Success,0.002820
15014913,C1(C(O1)(F)F)(C(C(C(C(F)(F)Br)(F)Br)(F)F)(F)F)F,-0.49355594813840753,weak_binder,Epoxide,C6Br2F10O,5,162536644,C1(=NC(C(C(C1(F)F)(F)Br)(F)F)(F)F)F,Success,0.002846
20734745,CCNC(=O)C1=CC(=C(C=C1)C2=C(C=C(C=C2)C(=O)NCC)S(=O)(=O)O)SOOO,-0.4111636430025669,weak_binder,Hydroperoxide,C18H20N2O8S2,1,59847582,C1=C(C=C2C3=C1C(=C(C=C3C(=O)N(C2=O)CCCCCN)S(=O)(=O)O)N)SOOO,Success,0.001034
20734745,CCNC(=O)C1=CC(=C(C=C1)C2=C(C=C(C=C2)C(=O)NCC)S(=O)(=O)O)SOOO,-0.4111636430025669,weak_binder,Hydroperoxide,C18H20N2O8S2,2,124131264,CC(=C)C(=O)NC1=CC=C(C=C1)C2=C(C=C(C=C2)NC(=O)C(=C)C)S(=O)(=O)O,Success,0.001157
