query_name,query_cid,query_smiles,query_journal,rank,ref_cid,ref_smiles,ref_status,distance
lysine,5962,C(CCN)C[C@@H](C(=O)O)N,NATURE COMMUNICATIONS,1,71310243,[13CH2]([13CH2][13CH2][15NH2])[13CH2][13C@@H]([13C](=O)O)[15NH2],Success,0.000000
lysine,5962,C(CCN)C[C@@H](C(=O)O)N,NATURE COMMUNICATIONS,2,175887332,C(CC[14NH2])C[C@@H](C(=O)O)[14NH2],Success,0.000000
lysine,5962,C(CCN)C[C@@H](C(=O)O)N,NATURE COMMUNICATIONS,3,16217578,C(CC[15NH2])C[C@@H](C(=O)O)[15NH2],Success,0.000000
lysine,5962,C(CCN)C[C@@H](C(=O)O)N,NATURE COMMUNICATIONS,4,12205371,[13CH2]([13CH2][13CH2]N)[13CH2][13C@@H]([13C](=O)O)N,Success,0.000000
lysine,5962,C(CCN)C[C@@H](C(=O)O)N,NATURE COMMUNICATIONS,5,53989584,C(CCN)C[C@@H]([14C](=O)O)N,Success,0.000000
lysine,5962,C(CCN)C[C@@H](C(=O)O)N,NATURE COMMUNICATIONS,6,12205365,C(C[C@@H](C(=O)O)N)[13CH2]CN,Success,0.000000
lysine,5962,C(CCN)C[C@@H](C(=O)O)N,NATURE COMMUNICATIONS,7,450558,C(C[11CH2]N)C[C@@H](C(=O)O)N,Success,0.000000
lysine,5962,C(CCN)C[C@@H](C(=O)O)N,NATURE COMMUNICATIONS,8,90862357,C(CCN)C[13C@@H]([12C](=O)O)N,Success,0.000000
lysine,5962,C(CCN)C[C@@H](C(=O)O)N,NATURE COMMUNICATIONS,9,16217576,C(CCN)C[C@@H](C(=O)O)[15NH2],Success,0.000000
lysine,5962,C(CCN)C[C@@H](C(=O)O)N,NATURE COMMUNICATIONS,10,12205363,C(C[13CH2][15NH2])C[C@@H](C(=O)O)N,Success,0.000000
2-chloro-5-(trifluoromethyl)isonicotinic acid (PyCA-3F),11264608,C1=C(C(=CN=C1Cl)C(F)(F)F)C(=O)O,NATURE COMMUNICATIONS,1,11264608,C1=C(C(=CN=C1Cl)C(F)(F)F)C(=O)O,Success,0.000000
2-chloro-5-(trifluoromethyl)isonicotinic acid (PyCA-3F),11264608,C1=C(C(=CN=C1Cl)C(F)(F)F)C(=O)O,NATURE COMMUNICATIONS,2,2783382,C1=C(C(=CN=C1Cl)C(=O)O)C(F)(F)F,Success,0.000179
2-chloro-5-(trifluoromethyl)isonicotinic acid (PyCA-3F),11264608,C1=C(C(=CN=C1Cl)C(F)(F)F)C(=O)O,NATURE COMMUNICATIONS,3,51000262,C1=C(C=NC(=C1C(F)(F)F)Cl)C(=O)O,Success,0.000283
2-chloro-5-(trifluoromethyl)isonicotinic acid (PyCA-3F),11264608,C1=C(C(=CN=C1Cl)C(F)(F)F)C(=O)O,NATURE COMMUNICATIONS,4,12140227,C1=C(C=NC(=C1C(=O)O)Cl)C(F)(F)F,Success,0.000336
2-chloro-5-(trifluoromethyl)isonicotinic acid (PyCA-3F),11264608,C1=C(C(=CN=C1Cl)C(F)(F)F)C(=O)O,NATURE COMMUNICATIONS,5,56973636,C1=CN=C(C(=C1C(=O)O)C(F)(F)F)Cl,Success,0.000597
2-chloro-5-(trifluoromethyl)isonicotinic acid (PyCA-3F),11264608,C1=C(C(=CN=C1Cl)C(F)(F)F)C(=O)O,NATURE COMMUNICATIONS,6,11770138,C1=CN=C(C(=C1C(F)(F)F)C(=O)O)Cl,Success,0.000688
2-chloro-5-(trifluoromethyl)isonicotinic acid (PyCA-3F),11264608,C1=C(C(=CN=C1Cl)C(F)(F)F)C(=O)O,NATURE COMMUNICATIONS,7,11218389,C1=C(C=C(N=C1C(F)(F)F)Cl)C(=O)O,Success,0.000872
2-chloro-5-(trifluoromethyl)isonicotinic acid (PyCA-3F),11264608,C1=C(C(=CN=C1Cl)C(F)(F)F)C(=O)O,NATURE COMMUNICATIONS,8,11436062,C1=CC(=NC(=C1C(=O)O)C(F)(F)F)Cl,Success,0.001022
2-chloro-5-(trifluoromethyl)isonicotinic acid (PyCA-3F),11264608,C1=C(C(=CN=C1Cl)C(F)(F)F)C(=O)O,NATURE COMMUNICATIONS,9,2778210,C1=CC(=NC(=C1C(=O)O)Cl)C(F)(F)F,Success,0.001123
2-chloro-5-(trifluoromethyl)isonicotinic acid (PyCA-3F),11264608,C1=C(C(=CN=C1Cl)C(F)(F)F)C(=O)O,NATURE COMMUNICATIONS,10,21085985,C1=C(C=C(N=C1C(=O)O)Cl)C(F)(F)F,Success,0.001878
2PACz,154704302,C1=CC=C2C(=C1)C3=CC=CC=C3N2CCP(=O)(O)O,NATURE COMMUNICATIONS,1,174223600,CC(N1C2=CC=CC=C2C3=CC=CC=C31)P(=O)(O)O,Success,0.000547
2PACz,154704302,C1=CC=C2C(=C1)C3=CC=CC=C3N2CCP(=O)(O)O,NATURE COMMUNICATIONS,2,66338790,C1=CC=C2C(=C1)C3=CC=CC=C3N2CCC(=O)ONN,Success,0.000774
2PACz,154704302,C1=CC=C2C(=C1)C3=CC=CC=C3N2CCP(=O)(O)O,NATURE COMMUNICATIONS,3,176367366,COC(CP(=O)(O)O)N1C2=CC=CC=C2C3=CC=CC=C31,Success,0.000784
2PACz,154704302,C1=CC=C2C(=C1)C3=CC=CC=C3N2CCP(=O)(O)O,NATURE COMMUNICATIONS,4,176382562,C1=CC=C(C=C1)C2=C3C4=CC=CC=C4N(C3=CC=C2)CCP(=O)(O)O,Success,0.000806
2PACz,154704302,C1=CC=C2C(=C1)C3=CC=CC=C3N2CCP(=O)(O)O,NATURE COMMUNICATIONS,5,54189550,CC1=CN(C2=CC=CC=C12)CP(=O)(O)O,Success,0.000877
2PACz,154704302,C1=CC=C2C(=C1)C3=CC=CC=C3N2CCP(=O)(O)O,NATURE COMMUNICATIONS,6,59172009,C1=CC=C2C(=C1)C3=CC=CC=C3N2CCCP(=O)(O)O,Success,0.000923
2PACz,154704302,C1=CC=C2C(=C1)C3=CC=CC=C3N2CCP(=O)(O)O,NATURE COMMUNICATIONS,7,145997609,CCOC(=O)CC1=C(NC2=CC=CC=C21)C(=NO)C3=CC=CC=C3,Success,0.000941
2PACz,154704302,C1=CC=C2C(=C1)C3=CC=CC=C3N2CCP(=O)(O)O,NATURE COMMUNICATIONS,8,175620065,CN1C=C(C2=C(C=C(C=C21)C3=CC=CC=C3)N=O)CC(C(=O)O)N,Success,0.000955
2PACz,154704302,C1=CC=C2C(=C1)C3=CC=CC=C3N2CCP(=O)(O)O,NATURE COMMUNICATIONS,9,175914525,[2H]C(CP(=O)(O)O)N1C2=CC=CC=C2C3=CC=CC=C31,Success,0.000968
2PACz,154704302,C1=CC=C2C(=C1)C3=CC=CC=C3N2CCP(=O)(O)O,NATURE COMMUNICATIONS,10,57578845,CC1=CC2=C(C=C1)N(C=C2CP(=O)(O)O)C3=CC=CC=C3,Success,0.000987
piperazine,4837,C1CNCCN1,NATURE COMMUNICATIONS,1,49849339,[13CH2]1[13CH2]N[13CH2][13CH2]N1,Success,0.000000
piperazine,4837,C1CNCCN1,NATURE COMMUNICATIONS,2,58734929,[13CH2]1[13CH2][15NH][13CH2][13CH2][15NH]1,Success,0.000000
piperazine,4837,C1CNCCN1,NATURE COMMUNICATIONS,3,20676253,C1CN[13CH2]CN1,Success,0.000000
piperazine,4837,C1CNCCN1,NATURE COMMUNICATIONS,4,9033,C1CN1,Success,0.000000
piperazine,4837,C1CNCCN1,NATURE COMMUNICATIONS,5,4837,C1CNCCN1,Success,0.000000
piperazine,4837,C1CNCCN1,NATURE COMMUNICATIONS,6,22856636,C1CN[14CH2]CN1,Success,0.000000
piperazine,4837,C1CNCCN1,NATURE COMMUNICATIONS,7,173587411,C1[12CH2]N1,Success,0.000000
piperazine,4837,C1CNCCN1,NATURE COMMUNICATIONS,8,14981978,C1CN(CCN1)CCNCCNCCNCCNCCN,Success,0.000224
piperazine,4837,C1CNCCN1,NATURE COMMUNICATIONS,9,14981969,C1CN(CCN1)CCNCCNCCNCCN,Success,0.000262
piperazine,4837,C1CNCCN1,NATURE COMMUNICATIONS,10,140976568,CCNCCNCCNCCNCCNCCNCCNCCNCCNCCN,Success,0.000285
(4-(diphenylamino)phenyl)phosphonic acid,85616715,C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=C(C=C3)P(=O)(O)O,NATURE COMMUNICATIONS,1,85616715,C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=C(C=C3)P(=O)(O)O,Success,0.000000
(4-(diphenylamino)phenyl)phosphonic acid,85616715,C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=C(C=C3)P(=O)(O)O,NATURE COMMUNICATIONS,2,175491480,C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=CC=C3P(=O)(O)O,Success,0.000389
(4-(diphenylamino)phenyl)phosphonic acid,85616715,C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=C(C=C3)P(=O)(O)O,NATURE COMMUNICATIONS,3,66877025,C1=CC=C(C=C1)C(C2=CC=NC=C2)(N(C3=CC=CC=C3)C4=CC=CC=C4)P(=O)(O)O,Success,0.000862
(4-(diphenylamino)phenyl)phosphonic acid,85616715,C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=C(C=C3)P(=O)(O)O,NATURE COMMUNICATIONS,4,154170994,C1=CC=C(C=C1)N(CP(=O)(O)O)C2=CC=CC=C2,Success,0.000907
(4-(diphenylamino)phenyl)phosphonic acid,85616715,C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=C(C=C3)P(=O)(O)O,NATURE COMMUNICATIONS,5,140087991,C1=CC=C(C=C1)C(N(C2=CC=CC=C2)C3=CC=CC=C3)P(=O)(O)O,Success,0.000950
(4-(diphenylamino)phenyl)phosphonic acid,85616715,C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=C(C=C3)P(=O)(O)O,NATURE COMMUNICATIONS,6,88103501,C1=CC=C(C=C1)NOP(=O)(C2=CC=CC=C2)ONC3=CC=CC=C3,Success,0.000994
(4-(diphenylamino)phenyl)phosphonic acid,85616715,C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=C(C=C3)P(=O)(O)O,NATURE COMMUNICATIONS,7,152237914,C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=C(C=C3)COP(=O)(O)O,Success,0.001013
(4-(diphenylamino)phenyl)phosphonic acid,85616715,C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=C(C=C3)P(=O)(O)O,NATURE COMMUNICATIONS,8,141727784,C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=C(C=C3)C(O)(O)O,Success,0.001049
(4-(diphenylamino)phenyl)phosphonic acid,85616715,C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=C(C=C3)P(=O)(O)O,NATURE COMMUNICATIONS,9,175128706,C1=CC=C(C=C1)NC(N(C2=CC=CC=C2)C3=CC=CC=C3)OP(=O)(O)O,Success,0.001081
(4-(diphenylamino)phenyl)phosphonic acid,85616715,C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=C(C=C3)P(=O)(O)O,NATURE COMMUNICATIONS,10,153466471,C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=C(C=C3)N(O)O,Success,0.001113
octylamine,8143,CCCCCCCCN,NATURE COMMUNICATIONS,1,450535,CCCCCCC[11CH2]N,Success,0.000000
octylamine,8143,CCCCCCCCN,NATURE COMMUNICATIONS,2,8143,CCCCCCCCN,Success,0.000000
octylamine,8143,CCCCCCCCN,NATURE COMMUNICATIONS,3,450548,CCCCCCCCC[13NH2],Success,0.000219
octylamine,8143,CCCCCCCCN,NATURE COMMUNICATIONS,4,16215,CCCCCCCCCN,Success,0.000219
octylamine,8143,CCCCCCCCN,NATURE COMMUNICATIONS,5,73985,CC(C)CCCCCN,Success,0.000261
octylamine,8143,CCCCCCCCN,NATURE COMMUNICATIONS,6,95562064,CCCCC[C@@H](C)CCN,Success,0.000261
octylamine,8143,CCCCCCCCN,NATURE COMMUNICATIONS,7,137412785,CCC[C@@H](C)CCCCN,Success,0.000262
octylamine,8143,CCCCCCCCN,NATURE COMMUNICATIONS,8,152940782,CC[C@@H](C)CCCCCN,Success,0.000262
octylamine,8143,CCCCCCCCN,NATURE COMMUNICATIONS,9,101935440,CCCC[C@@H](C)CCCN,Success,0.000262
octylamine,8143,CCCCCCCCN,NATURE COMMUNICATIONS,10,13329792,CCCCCC[C@@H](C)CN,Success,0.000263
trimethylolpropane triacrylate (TMTA),27423,CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,NATURE COMMUNICATIONS,1,27423,CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,Success,0.000000
trimethylolpropane triacrylate (TMTA),27423,CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,NATURE COMMUNICATIONS,2,59594075,CC(CCOC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,Success,0.000102
trimethylolpropane triacrylate (TMTA),27423,CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,NATURE COMMUNICATIONS,3,53765782,CCC(COC(=O)C=C)C(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,Success,0.000313
trimethylolpropane triacrylate (TMTA),27423,CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,NATURE COMMUNICATIONS,4,58231916,C=CC(=O)OCCCC(COC(=O)C=C)COC(=O)C=C,Success,0.000372
trimethylolpropane triacrylate (TMTA),27423,CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,NATURE COMMUNICATIONS,5,13052359,C=CC(=O)OCCC(CCOC(=O)C=C)COC(=O)C=C,Success,0.000436
trimethylolpropane triacrylate (TMTA),27423,CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,NATURE COMMUNICATIONS,6,174820515,CCCOC(=O)C=CCOC(=O)C=C,Success,0.000438
trimethylolpropane triacrylate (TMTA),27423,CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,NATURE COMMUNICATIONS,7,141215922,CC=CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,Success,0.000482
trimethylolpropane triacrylate (TMTA),27423,CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,NATURE COMMUNICATIONS,8,58231907,C=CC(=O)OCCCCCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,Success,0.000540
trimethylolpropane triacrylate (TMTA),27423,CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,NATURE COMMUNICATIONS,9,174508222,CCOC(=O)C=CCCOC(=O)C=C,Success,0.000546
trimethylolpropane triacrylate (TMTA),27423,CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,NATURE COMMUNICATIONS,10,118259026,C=CC(=O)OCCC(CCOC(=O)C=C)(CCOC(=O)C=C)CCOC(=O)C=C,Success,0.000549
benzotriazole (BTA),7220,C1=CC2=NNN=C2C=C1,SCIENCE ADVANCES,1,7220,C1=CC2=NNN=C2C=C1,Success,0.000000
benzotriazole (BTA),7220,C1=CC2=NNN=C2C=C1,SCIENCE ADVANCES,2,10558612,C1=CC2=N[15NH]N=C2C=C1,Success,0.000000
benzotriazole (BTA),7220,C1=CC2=NNN=C2C=C1,SCIENCE ADVANCES,3,67512764,C1=CC2=NNN=C2C(=C1)C(C3=CC=CC4=NNN=C43)N,Success,0.001205
benzotriazole (BTA),7220,C1=CC2=NNN=C2C=C1,SCIENCE ADVANCES,4,71147011,C1=CC2=NNN=C2C(=C1)COCC3=CC=CC4=NNN=C43,Success,0.001222
benzotriazole (BTA),7220,C1=CC2=NNN=C2C=C1,SCIENCE ADVANCES,5,138472397,C1=CC2=NN(N=C2C=C1)C(=N)N3N=C4C=CC=CC4=N3,Success,0.001237
benzotriazole (BTA),7220,C1=CC2=NNN=C2C=C1,SCIENCE ADVANCES,6,657649,C1=CC=C(C=C1)N2NC3=CC=C4C=NN=C4C3=N2,Success,0.001261
benzotriazole (BTA),7220,C1=CC2=NNN=C2C=C1,SCIENCE ADVANCES,7,157161120,C1=CC2=CN(N=C2C=C1)C3=NNN=C3,Success,0.001289
benzotriazole (BTA),7220,C1=CC2=NNN=C2C=C1,SCIENCE ADVANCES,8,139232839,C1=CC=C(C=C1)C2=NNN=C2C3=NNN=C3C4=CC=CC=C4,Success,0.001313
benzotriazole (BTA),7220,C1=CC2=NNN=C2C=C1,SCIENCE ADVANCES,9,152321408,C1=CC2=NN(N=C2C=C1)C3=CC4=NNN=C4C=C3,Success,0.001327
benzotriazole (BTA),7220,C1=CC2=NNN=C2C=C1,SCIENCE ADVANCES,10,149888354,C1=CC2=NN(N=C2C=C1)C3=CC=CC4=NNN=C43,Success,0.001411
tributyl(methyl)phosphonium iodide (TPI),12864151,CCCCP(C)(CCCC)(CCCC)I,SCIENCE ADVANCES,1,12864151,CCCCP(C)(CCCC)(CCCC)I,Success,0.000000
tributyl(methyl)phosphonium iodide (TPI),12864151,CCCCP(C)(CCCC)(CCCC)I,SCIENCE ADVANCES,2,12602075,CCCCP(C)(CCCC)(CCCC)Br,Success,0.000016
tributyl(methyl)phosphonium iodide (TPI),12864151,CCCCP(C)(CCCC)(CCCC)I,SCIENCE ADVANCES,3,140527649,CCCCCCCP(CC)(CC)(CC)Br,Success,0.000032
tributyl(methyl)phosphonium iodide (TPI),12864151,CCCCP(C)(CCCC)(CCCC)I,SCIENCE ADVANCES,4,140527736,CCCCCCCP(CC)(CC)(CC)I,Success,0.000035
tributyl(methyl)phosphonium iodide (TPI),12864151,CCCCP(C)(CCCC)(CCCC)I,SCIENCE ADVANCES,5,145796315,CCCCP(CCC)(CCC)(CCC)I,Success,0.000040
tributyl(methyl)phosphonium iodide (TPI),12864151,CCCCP(C)(CCCC)(CCCC)I,SCIENCE ADVANCES,6,140527660,CCCCP(CCC)(CCC)(CCC)Br,Success,0.000042
tributyl(methyl)phosphonium iodide (TPI),12864151,CCCCP(C)(CCCC)(CCCC)I,SCIENCE ADVANCES,7,140527672,CCCCP(CCC)(CCC)(CCCC)Br,Success,0.000064
tributyl(methyl)phosphonium iodide (TPI),12864151,CCCCP(C)(CCCC)(CCCC)I,SCIENCE ADVANCES,8,140528049,CCCCCP(CCC)(CCC)(CCC)Br,Success,0.000064
tributyl(methyl)phosphonium iodide (TPI),12864151,CCCCP(C)(CCCC)(CCCC)I,SCIENCE ADVANCES,9,138373793,CCCCP(CC)(CCCC)(CCCC)Br,Success,0.000064
tributyl(methyl)phosphonium iodide (TPI),12864151,CCCCP(C)(CCCC)(CCCC)I,SCIENCE ADVANCES,10,140528078,CCCCCP(CC)(CC)(CCCCC)Br,Success,0.000068
2-(methylthio) ethylamine hydrochloride (METEAM),87697,CSCCN,JOULE,1,87697,CSCCN,Success,0.000000
2-(methylthio) ethylamine hydrochloride (METEAM),87697,CSCCN,JOULE,2,5247493,C(CSCCN)CSCCN,Success,0.000606
2-(methylthio) ethylamine hydrochloride (METEAM),87697,CSCCN,JOULE,3,193295,C(CN)CSSCCCN,Success,0.000693
2-(methylthio) ethylamine hydrochloride (METEAM),87697,CSCCN,JOULE,4,19366756,CSCCC(CS)N,Success,0.000753
2-(methylthio) ethylamine hydrochloride (METEAM),87697,CSCCN,JOULE,5,22885599,CSCC[C@@H](CS)N,Success,0.000753
2-(methylthio) ethylamine hydrochloride (METEAM),87697,CSCCN,JOULE,6,22885598,CSCC[C@H](CS)N,Success,0.000767
2-(methylthio) ethylamine hydrochloride (METEAM),87697,CSCCN,JOULE,7,132064018,CPC(CN)SC,Success,0.000777
2-(methylthio) ethylamine hydrochloride (METEAM),87697,CSCCN,JOULE,8,10058479,C(CNCCN)CSCCS,Success,0.000799
2-(methylthio) ethylamine hydrochloride (METEAM),87697,CSCCN,JOULE,9,166913544,CSC(=C)CCN,Success,0.000818
2-(methylthio) ethylamine hydrochloride (METEAM),87697,CSCCN,JOULE,10,23422698,C(CN)CSC(CC(SCCCN)SCCCN)SCCCN,Success,0.000818
phenformin,8249,C1=CC=C(C=C1)CCN=C(N)N=C(N)N,JOULE,1,8249,C1=CC=C(C=C1)CCN=C(N)N=C(N)N,Success,0.000000
phenformin,8249,C1=CC=C(C=C1)CCN=C(N)N=C(N)N,JOULE,2,115563233,CC1=CC(=CC=C1)CN=C(N)N=C(N)N,Success,0.000595
phenformin,8249,C1=CC=C(C=C1)CCN=C(N)N=C(N)N,JOULE,3,91619491,CC1=CC=C(C=C1)CN=C(N)N=C(N)N,Success,0.000634
phenformin,8249,C1=CC=C(C=C1)CCN=C(N)N=C(N)N,JOULE,4,83036766,C1C(C1N=C(N)N=C(N)N)C2=CC=CC=C2,Success,0.000637
phenformin,8249,C1=CC=C(C=C1)CCN=C(N)N=C(N)N,JOULE,5,416067,CC(C1=CC=CC=C1)N=C(N)N=C(N)N,Success,0.000681
phenformin,8249,C1=CC=C(C=C1)CCN=C(N)N=C(N)N,JOULE,6,129681590,C1=CC=C(C=C1)CCN=C(N)NN=C(N)N,Success,0.000685
phenformin,8249,C1=CC=C(C=C1)CCN=C(N)N=C(N)N,JOULE,7,83034855,CC1=CC=CC=C1CN=C(N)N=C(N)N,Success,0.000689
phenformin,8249,C1=CC=C(C=C1)CCN=C(N)N=C(N)N,JOULE,8,20308551,C1=CC=C(C=C1)CCN(C(=N)N)N=C(N)N,Success,0.000693
phenformin,8249,C1=CC=C(C=C1)CCN=C(N)N=C(N)N,JOULE,9,54410144,C[C@@H](C1=CC=CC=C1)N=C(N)N=C(N)N,Success,0.000707
phenformin,8249,C1=CC=C(C=C1)CCN=C(N)N=C(N)N,JOULE,10,129056240,C1=CC=C(C=C1)PCCN=C(N)N=C(N)N,Success,0.000743
4-tert-butylpyridine (tBP),19878,CC(C)(C)C1=CC=NC=C1,JOULE,1,19878,CC(C)(C)C1=CC=NC=C1,Success,0.000000
4-tert-butylpyridine (tBP),19878,CC(C)(C)C1=CC=NC=C1,JOULE,2,520879,CC(C)(C)C1=CN=CC=C1,Success,0.000515
4-tert-butylpyridine (tBP),19878,CC(C)(C)C1=CC=NC=C1,JOULE,3,166867129,CC(C)(CCC(C)(C)C1=CN=CC=C1)C2=CC=NC=C2,Success,0.000596
4-tert-butylpyridine (tBP),19878,CC(C)(C)C1=CC=NC=C1,JOULE,4,15556938,CCC(C)C1=CC=NC=C1,Success,0.000618
4-tert-butylpyridine (tBP),19878,CC(C)(C)C1=CC=NC=C1,JOULE,5,147350655,CC(C)(C)C1=NC=CC(=C1)CC(C)(C)C2=CC=NC=C2,Success,0.000621
4-tert-butylpyridine (tBP),19878,CC(C)(C)C1=CC=NC=C1,JOULE,6,126603156,CC(C)(C)C1=CN=C(C=C1)CC(C)(C)C2=CC=NC=C2,Success,0.000638
4-tert-butylpyridine (tBP),19878,CC(C)(C)C1=CC=NC=C1,JOULE,7,132171380,CC(C)(C)C1=CN=CC(=C1)CC(C)(C)C2=CC=NC=C2,Success,0.000644
4-tert-butylpyridine (tBP),19878,CC(C)(C)C1=CC=NC=C1,JOULE,8,166913663,CC(C)(C)C1=CC(=NC=C1)CC(C)(C)C2=CN=CC=C2,Success,0.000651
4-tert-butylpyridine (tBP),19878,CC(C)(C)C1=CC=NC=C1,JOULE,9,132262967,CC(C)(C)C1=NC=C(C=C1)CC(C)(C)C2=CC=NC=C2,Success,0.000652
4-tert-butylpyridine (tBP),19878,CC(C)(C)C1=CC=NC=C1,JOULE,10,144434210,CCC(C)(CC(C)(C)C1=CC=NC=C1)C2=CC=NC=C2,Success,0.000657
3-phosphonopropionic acid (H3pp),1682,C(CP(=O)(O)O)C(=O)O,JOULE,1,1682,C(CP(=O)(O)O)C(=O)O,Success,0.000000
3-phosphonopropionic acid (H3pp),1682,C(CP(=O)(O)O)C(=O)O,JOULE,2,53760559,C(C(P(=O)(O)O)P(=O)(O)O)N(CC(=O)O)CC(=O)O,Success,0.000838
3-phosphonopropionic acid (H3pp),1682,C(CP(=O)(O)O)C(=O)O,JOULE,3,23423419,C(C(CP(=O)(O)O)CP(=O)(O)O)C(=O)O,Success,0.000924
3-phosphonopropionic acid (H3pp),1682,C(CP(=O)(O)O)C(=O)O,JOULE,4,175276344,C(C(C(CC(=O)O)P(=O)(O)O)P(=O)(O)O)C(=O)O,Success,0.000948
3-phosphonopropionic acid (H3pp),1682,C(CP(=O)(O)O)C(=O)O,JOULE,5,174406089,C(C(=O)O)C(CC(=O)O)(CP(=O)(O)O)CP(=O)(O)O,Success,0.000950
3-phosphonopropionic acid (H3pp),1682,C(CP(=O)(O)O)C(=O)O,JOULE,6,139978395,C(CP(=O)(O)OO)C(=O)O,Success,0.000956
3-phosphonopropionic acid (H3pp),1682,C(CP(=O)(O)O)C(=O)O,JOULE,7,112186,C(C(C(=O)O)N(CP(=O)(O)O)CP(=O)(O)O)C(=O)O,Success,0.000971
3-phosphonopropionic acid (H3pp),1682,C(CP(=O)(O)O)C(=O)O,JOULE,8,21118878,C([C@@H](C(=O)O)N(CP(=O)(O)O)CP(=O)(O)O)C(=O)O,Success,0.000973
3-phosphonopropionic acid (H3pp),1682,C(CP(=O)(O)O)C(=O)O,JOULE,9,59082448,C(C(CC(=O)O)C(P(=O)(O)O)P(=O)(O)O)C(=O)O,Success,0.000974
3-phosphonopropionic acid (H3pp),1682,C(CP(=O)(O)O)C(=O)O,JOULE,10,90023762,C(C(C(=O)O)N(CC(=O)O)CP(=O)(O)O)P(=O)(O)O,Success,0.000984
benzamidine,2332,C1=CC=C(C=C1)C(=N)N,JOULE,1,2332,C1=CC=C(C=C1)C(=N)N,Success,0.000000
benzamidine,2332,C1=CC=C(C=C1)C(=N)N,JOULE,2,129638606,C1=CC=C(C=C1)C(=C(C2=CC=CC=C2)C(=N)N)C(=N)N,Success,0.000959
benzamidine,2332,C1=CC=C(C=C1)C(=N)N,JOULE,3,71586519,C1=CC(=CC=C1CN=CC2=CC=C(C=C2)C(=N)N)C(=N)N,Success,0.001077
benzamidine,2332,C1=CC=C(C=C1)C(=N)N,JOULE,4,20056734,C1=CC=C(C=C1)C(=NC2=CC=CC(=C2)C(=N)N)NC3=CC=CC(=C3)C(=N)N,Success,0.001105
benzamidine,2332,C1=CC=C(C=C1)C(=N)N,JOULE,5,145604096,C1=CC=C(C=C1)C(=NC=N)N,Success,0.001129
benzamidine,2332,C1=CC=C(C=C1)C(=N)N,JOULE,6,20980967,C1=CC=C(C=C1)C=CC2=C(C(=CC=C2)C(=N)N)C(=N)N,Success,0.001166
benzamidine,2332,C1=CC=C(C=C1)C(=N)N,JOULE,7,8811,C1=CC(=CC=C1C=CC2=CC=C(C=C2)C(=N)N)C(=N)N,Success,0.001182
benzamidine,2332,C1=CC=C(C=C1)C(=N)N,JOULE,8,147793543,C1=CC=C(C=C1)C(=CC(=N)N)N,Success,0.001186
benzamidine,2332,C1=CC=C(C=C1)C(=N)N,JOULE,9,123913570,C1=CC(=CC=C1CC=NC2=CC=C(C=C2)C(=N)N)C(=N)N,Success,0.001205
benzamidine,2332,C1=CC=C(C=C1)C(=N)N,JOULE,10,157509002,C1=CC=C(C=C1)C(=NC(=NC(=N)C2=CC=CC=C2)N)N,Success,0.001256
6-bromocoumarin-3-carboxylic acid ethyl ester (BAEE),691747,CCOC(=O)C1=CC2=C(C=CC(=C2)Br)OC1=O,JOULE,1,691747,CCOC(=O)C1=CC2=C(C=CC(=C2)Br)OC1=O,Success,0.000000
6-bromocoumarin-3-carboxylic acid ethyl ester (BAEE),691747,CCOC(=O)C1=CC2=C(C=CC(=C2)Br)OC1=O,JOULE,2,168897771,CCOC(=O)C1=CC2=C(C=CC(=C2)I)OC1=O,Success,0.000019
